,,,,,,,,,,,dia,BU,
SIN IVA,Año Fecha,Mes Fecha,Fecha,Serie,Área de Negocio,Centro de coste,Uds.,Importe,BU,,,,Total Día
,2025,05  Mayo,5/6/2025,AR3G,Tiquet AR3G,,180.50,"2,687.91 €",Juntos house,,9/14/2025,Juntos house,4731
,2025,05  Mayo,5/6/2025,JVF,FACTURAS DE VENTA,,1.00,21.49 €,Juntos Products,,9/15/2025,Distribution b2b,2230
,2025,05  Mayo,5/7/2025,FVS,FACTURAS VENTA SIMPLIFICADAS,,2.00,48.08 €,Distribution b2b,,9/15/2025,Juntos boutique,144
,2025,05  Mayo,5/7/2025,FVA,ALBARANES DE VENTA,,229.60,572.84 €,Distribution b2b,,9/15/2025,Juntos house,25987
,2025,05  Mayo,5/7/2025,CR1T,Factura simplificada CR1T,,518.15,"2,782.50 €",Picadeli,,9/15/2025,Picadeli,3519
,2025,05  Mayo,5/7/2025,JVF,FACTURAS DE VENTA,,2.00,39.27 €,Juntos Products,,9/16/2025,Distribution b2b,1320
,2025,05  Mayo,5/7/2025,FT1I,Invitaciones FT1I,,2.00,0.00 €,Tasting place,,9/16/2025,Juntos Products,13
,2025,05  Mayo,5/7/2025,FS1T,Factura simplificada FS1T,,61.61,283.79 €,Juntos farm shop,,9/16/2025,Juntos boutique,454
,2025,05  Mayo,5/7/2025,AVT,FACTURAS DE VENTA ANTICIPOS,,20.00,"2,545.45 €",Juntos house,,9/16/2025,Juntos farm shop,845
,2025,05  Mayo,5/7/2025,FT1G,Tiquet FT1G,,48.00,302.09 €,Tasting place,,9/16/2025,Juntos house,6020
,2025,05  Mayo,5/7/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,15.00,"1,055.78 €",Juntos boutique,,9/16/2025,Picadeli,3263
,2025,05  Mayo,5/7/2025,AR3G,Tiquet AR3G,,228.00,"4,231.18 €",Juntos house,,9/16/2025,Tasting place,3582
,2025,05  Mayo,5/7/2025,FVR,FACTURAS RECTIFICATIVAS VENTA,,-1.00,-330.58 €,Distribution b2b,,9/17/2025,Distribution b2b,1641
,2025,05  Mayo,5/8/2025,AR3G,Tiquet AR3G,,223.50,"3,364.82 €",Juntos house,,9/17/2025,Juntos Products,18
,2025,05  Mayo,5/8/2025,CR1T,Factura simplificada CR1T,,468.25,"2,493.83 €",Picadeli,,9/17/2025,Juntos boutique,851
,2025,05  Mayo,5/8/2025,FS1T,Factura simplificada FS1T,,187.73,"1,005.57 €",Juntos farm shop,,9/17/2025,Juntos farm shop,906
,2025,05  Mayo,5/8/2025,JVF,FACTURAS DE VENTA,,7.00,156.91 €,Juntos Products,,9/17/2025,Juntos house,5161
,2025,05  Mayo,5/8/2025,AVT,FACTURAS DE VENTA ANTICIPOS,,1.00,"3,181.82 €",Juntos house,,9/17/2025,Picadeli,3058
,2025,05  Mayo,5/8/2025,FT1G,Tiquet FT1G,,71.00,587.59 €,Tasting place,,9/17/2025,Tasting place,1596
,2025,05  Mayo,5/8/2025,FVA,ALBARANES DE VENTA,,273.90,"1,040.56 €",Distribution b2b,,9/18/2025,Distribution b2b,887
,2025,05  Mayo,5/8/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,9.00,693.38 €,Juntos boutique,,9/18/2025,Juntos Products,322
,2025,05  Mayo,5/9/2025,AVT,FACTURAS DE VENTA ANTICIPOS,,1.00,"3,181.82 €",Juntos house,,9/18/2025,Juntos boutique,581
,2025,05  Mayo,5/9/2025,FVA,ALBARANES DE VENTA,,340.57,"1,325.94 €",Distribution b2b,,9/18/2025,Juntos farm shop,848
,2025,05  Mayo,5/9/2025,JVF,FACTURAS DE VENTA,,1.00,24.55 €,Juntos Products,,9/18/2025,Juntos house,7808
,2025,05  Mayo,5/9/2025,CR1T,Factura simplificada CR1T,,382.20,"2,288.37 €",Picadeli,,9/18/2025,Picadeli,3750
,2025,05  Mayo,5/9/2025,AR3G,Tiquet AR3G,,390.50,"5,105.93 €",Juntos house,,9/18/2025,Tasting place,992
,2025,05  Mayo,5/9/2025,FT1I,Invitaciones FT1I,,5.00,0.00 €,Tasting place,,9/19/2025,Distribution b2b,1893
,2025,05  Mayo,5/9/2025,FS1T,Factura simplificada FS1T,,89.95,473.76 €,Juntos farm shop,,9/19/2025,Juntos Products,46
,2025,05  Mayo,5/9/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,7.00,315.99 €,Juntos boutique,,9/19/2025,Juntos boutique,301
,2025,05  Mayo,5/9/2025,FT1G,Tiquet FT1G,,46.00,491.16 €,Tasting place,,9/19/2025,Juntos farm shop,1172
,2025,05  Mayo,5/9/2025,FVJ,FACTURA DE VENTA JUNTOS,,4.00,300.03 €,Distribution b2b,,9/19/2025,Juntos house,7134
,2025,05  Mayo,5/10/2025,FS1T,Factura simplificada FS1T,,145.58,785.85 €,Juntos farm shop,,9/19/2025,Picadeli,3747
,2025,05  Mayo,5/10/2025,FS1F,Factura de venta FS1F,,5.86,16.54 €,Juntos farm shop,,9/19/2025,Tasting place,2127
,2025,05  Mayo,5/10/2025,CR1T,Factura simplificada CR1T,,293.48,"1,799.89 €",Picadeli,,9/20/2025,Juntos boutique,486
,2025,05  Mayo,5/10/2025,JVF,FACTURAS DE VENTA,,1.00,24.55 €,Juntos Products,,9/20/2025,Juntos farm shop,1302
,2025,05  Mayo,5/10/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,16.00,551.73 €,Juntos boutique,,9/20/2025,Juntos house,8330
,2025,05  Mayo,5/10/2025,JVM,FACTURA DE VENTA MERCADO,,5.00,113.31 €,Juntos Products,,9/20/2025,Picadeli,1548
,2025,05  Mayo,5/10/2025,FT1G,Tiquet FT1G,,336.00,"3,181.85 €",Tasting place,,9/20/2025,Tasting place,4131
,2025,05  Mayo,5/10/2025,AR3G,Tiquet AR3G,,445.00,"6,830.82 €",Juntos house,,9/21/2025,Juntos boutique,404
,2025,05  Mayo,5/10/2025,FVA,ALBARANES DE VENTA,,43.30,210.13 €,Distribution b2b,,9/21/2025,Juntos house,5604
,2025,05  Mayo,5/11/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,25.00,"1,774.37 €",Juntos boutique,,9/22/2025,Distribution b2b,1188
,2025,05  Mayo,5/11/2025,AR3G,Tiquet AR3G,,422.50,"6,657.82 €",Juntos house,,9/22/2025,Juntos boutique,262
,2025,05  Mayo,5/12/2025,CR1T,Factura simplificada CR1T,,568.79,"3,325.01 €",Picadeli,,9/22/2025,Juntos house,14316
,2025,05  Mayo,5/12/2025,AR3G,Tiquet AR3G,,201.00,"3,895.45 €",Juntos house,,9/22/2025,Picadeli,3425
,2025,05  Mayo,5/12/2025,AVT,FACTURAS DE VENTA ANTICIPOS,,1.00,"3,181.82 €",Juntos house,,9/23/2025,Distribution b2b,1073
,2025,05  Mayo,5/12/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,2.00,64.46 €,Juntos boutique,,9/23/2025,Juntos boutique,483
,2025,05  Mayo,5/12/2025,FVA,ALBARANES DE VENTA,,328.00,"1,041.01 €",Distribution b2b,,9/23/2025,Juntos farm shop,832
,2025,05  Mayo,5/13/2025,FT1G,Tiquet FT1G,,127.00,"2,183.86 €",Tasting place,,9/23/2025,Juntos house,5489
,2025,05  Mayo,5/13/2025,AVT,FACTURAS DE VENTA ANTICIPOS,,1.00,"3,181.82 €",Juntos house,,9/23/2025,Picadeli,3518
,2025,05  Mayo,5/13/2025,FVA,ALBARANES DE VENTA,,165.50,677.79 €,Distribution b2b,,9/24/2025,Distribution b2b,1078
,2025,05  Mayo,5/13/2025,AR3G,Tiquet AR3G,,220.00,"4,138.36 €",Juntos house,,9/24/2025,Juntos Products,96
,2025,05  Mayo,5/13/2025,FT1I,Invitaciones FT1I,,1.00,0.00 €,Tasting place,,9/24/2025,Juntos boutique,716
,2025,05  Mayo,5/13/2025,CR1T,Factura simplificada CR1T,,548.97,"3,271.85 €",Picadeli,,9/24/2025,Juntos farm shop,873
,2025,05  Mayo,5/13/2025,JVA,ALBARANES DE VENTA,,14.00,44.51 €,Juntos Products,,9/24/2025,Juntos house,4724
,2025,05  Mayo,5/13/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,14.00,300.08 €,Juntos boutique,,9/24/2025,Picadeli,3299
,2025,05  Mayo,5/13/2025,JVF,FACTURAS DE VENTA,,2.00,49.09 €,Juntos Products,,9/25/2025,Distribution b2b,647
,2025,05  Mayo,5/13/2025,FS1T,Factura simplificada FS1T,,107.58,618.35 €,Juntos farm shop,,9/25/2025,Juntos boutique,997
,2025,05  Mayo,5/14/2025,JVA,ALBARANES DE VENTA,,3.00,31.90 €,Juntos Products,,9/25/2025,Juntos farm shop,656
,2025,05  Mayo,5/14/2025,FVA,ALBARANES DE VENTA,,192.90,558.92 €,Distribution b2b,,9/25/2025,Juntos house,-110
,2025,05  Mayo,5/14/2025,FS1T,Factura simplificada FS1T,,108.10,613.45 €,Juntos farm shop,,9/25/2025,Picadeli,2990
,2025,05  Mayo,5/14/2025,AR3G,Tiquet AR3G,,210.00,"3,098.77 €",Juntos house,,9/26/2025,Distribution b2b,1372
,2025,05  Mayo,5/14/2025,CR1T,Factura simplificada CR1T,,452.33,"2,776.66 €",Picadeli,,9/26/2025,Juntos Products,48
,2025,05  Mayo,5/14/2025,FT1G,Tiquet FT1G,,76.00,781.11 €,Tasting place,,9/26/2025,Juntos farm shop,666
,2025,05  Mayo,5/14/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,14.00,503.07 €,Juntos boutique,,9/26/2025,Picadeli,3458
,2025,05  Mayo,5/14/2025,FVJ,FACTURA DE VENTA JUNTOS,,-2.00,-134.05 €,Distribution b2b,,9/26/2025,Tasting place,2906
,2025,05  Mayo,5/15/2025,AVT,FACTURAS DE VENTA ANTICIPOS,,1.00,"3,181.82 €",Juntos house,,9/27/2025,Juntos boutique,622
,2025,05  Mayo,5/15/2025,FVA,ALBARANES DE VENTA,,285.60,845.62 €,Distribution b2b,,9/27/2025,Juntos farm shop,903
,2025,05  Mayo,5/15/2025,JVA,ALBARANES DE VENTA,,1.00,12.89 €,Juntos Products,,9/27/2025,Picadeli,2089
,2025,05  Mayo,5/15/2025,AR3G,Tiquet AR3G,,242.00,"3,911.00 €",Juntos house,,9/27/2025,Tasting place,4866
,2025,05  Mayo,5/15/2025,CR1T,Factura simplificada CR1T,,418.78,"2,320.03 €",Picadeli,,9/28/2025,Juntos boutique,382
,2025,05  Mayo,5/15/2025,JVF,FACTURAS DE VENTA,,1.00,21.49 €,Juntos Products,,9/28/2025,Juntos house,5370
,2025,05  Mayo,5/15/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,20.00,"1,112.80 €",Juntos boutique,,9/29/2025,Distribution b2b,1203
,2025,05  Mayo,5/15/2025,FT1G,Tiquet FT1G,,41.00,274.55 €,Tasting place,,9/29/2025,Juntos boutique,504
,2025,05  Mayo,5/15/2025,FS1T,Factura simplificada FS1T,,60.15,383.00 €,Juntos farm shop,,9/29/2025,Juntos farm shop,284
,2025,05  Mayo,5/16/2025,CR1T,Factura simplificada CR1T,,457.46,"2,633.98 €",Picadeli,,9/29/2025,Juntos house,3892
,2025,05  Mayo,5/16/2025,AR3F,Factura AR3F,,40.00,576.73 €,Juntos house,,9/29/2025,Picadeli,3716
,2025,05  Mayo,5/16/2025,JVF,FACTURAS DE VENTA,,6.00,115.10 €,Juntos Products,,9/30/2025,Distribution b2b,5237
,2025,05  Mayo,5/16/2025,FT1G,Tiquet FT1G,,61.00,463.91 €,Tasting place,,9/30/2025,Juntos Products,57
,2025,05  Mayo,5/16/2025,CR1F,Factura de venta CR1F,,5.00,72.73 €,Picadeli,,9/30/2025,Juntos boutique,98
,2025,05  Mayo,5/16/2025,AR3G,Tiquet AR3G,,405.50,"6,594.73 €",Juntos house,,9/30/2025,Juntos farm shop,741
,2025,05  Mayo,5/16/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,9.00,361.65 €,Juntos boutique,,9/30/2025,Juntos house,2997
,2025,05  Mayo,5/16/2025,FS1T,Factura simplificada FS1T,,82.10,416.68 €,Juntos farm shop,,9/30/2025,Picadeli,3059
,2025,05  Mayo,5/16/2025,FVA,ALBARANES DE VENTA,,259.80,917.04 €,Distribution b2b,,9/30/2025,Tasting place,376
,2025,05  Mayo,5/16/2025,AR3X,Abono tiquet AR3X,,-38.00,-576.73 €,Juntos house,,10/1/2025,Distribution b2b,1246
,2025,05  Mayo,5/17/2025,FS1F,Factura de venta FS1F,,8.38,23.21 €,Juntos farm shop,,10/1/2025,Juntos boutique,808
,2025,05  Mayo,5/17/2025,FS1T,Factura simplificada FS1T,,163.11,891.42 €,Juntos farm shop,,10/1/2025,Juntos farm shop,809
,2025,05  Mayo,5/17/2025,FT1I,Invitaciones FT1I,,12.00,0.00 €,Tasting place,,10/1/2025,Juntos house,6025
,2025,05  Mayo,5/17/2025,AR3G,Tiquet AR3G,,358.50,"6,572.36 €",Juntos house,,10/1/2025,Picadeli,3625
,2025,05  Mayo,5/17/2025,JVM,FACTURA DE VENTA MERCADO,,3.00,73.64 €,Juntos Products,,10/1/2025,Tasting place,1075
,2025,05  Mayo,5/17/2025,AR2G,Tiquet AR2G,,9.00,168.18 €,Juntos house,,10/2/2025,Distribution b2b,1577
,2025,05  Mayo,5/17/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,16.00,615.39 €,Juntos boutique,,10/2/2025,Juntos Products,39
,2025,05  Mayo,5/17/2025,FT1X,Abono tiquet FT1X,,-11.00,-70.00 €,Tasting place,,10/2/2025,Juntos boutique,547
,2025,05  Mayo,5/17/2025,FT1G,Tiquet FT1G,,218.00,"1,903.41 €",Tasting place,,10/2/2025,Juntos farm shop,575
,2025,05  Mayo,5/17/2025,CR1T,Factura simplificada CR1T,,286.62,"1,748.79 €",Picadeli,,10/2/2025,Juntos house,34093
,2025,05  Mayo,5/17/2025,AR3I,Invitaciones AR3I,,3.00,0.00 €,Juntos house,,10/2/2025,Picadeli,3357
,2025,05  Mayo,5/18/2025,AR3G,Tiquet AR3G,,412.50,"5,804.59 €",Juntos house,,10/2/2025,Tasting place,862
,2025,05  Mayo,5/18/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,31.00,"1,500.32 €",Juntos boutique,,10/3/2025,Distribution b2b,1305
,2025,05  Mayo,5/19/2025,FVA,ALBARANES DE VENTA,,438.15,"1,245.68 €",Distribution b2b,,10/3/2025,Juntos farm shop,987
,2025,05  Mayo,5/19/2025,AR3G,Tiquet AR3G,,171.50,"2,620.18 €",Juntos house,,10/3/2025,Juntos house,12573
,2025,05  Mayo,5/19/2025,CR1T,Factura simplificada CR1T,,490.66,"2,963.03 €",Picadeli,,10/3/2025,Picadeli,3664
,2025,05  Mayo,5/19/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,9.00,173.14 €,Juntos boutique,,10/3/2025,Tasting place,1214
,2025,05  Mayo,5/20/2025,FT1G,Tiquet FT1G,,52.00,735.48 €,Tasting place,,10/4/2025,Juntos Products,41
,2025,05  Mayo,5/20/2025,FVS,FACTURAS VENTA SIMPLIFICADAS,,10.00,236.36 €,Distribution b2b,,10/4/2025,Juntos farm shop,918
,2025,05  Mayo,5/20/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,10.00,161.15 €,Juntos boutique,,10/4/2025,Picadeli,2154
,2025,05  Mayo,5/20/2025,FVJ,FACTURA DE VENTA JUNTOS,,-2.00,-67.31 €,Distribution b2b,,10/4/2025,Tasting place,2343
,2025,05  Mayo,5/20/2025,FT1X,Abono tiquet FT1X,,-3.00,-24.55 €,Tasting place,,10/5/2025,Juntos boutique,396
,2025,05  Mayo,5/20/2025,FVA,ALBARANES DE VENTA,,317.62,"1,330.99 €",Distribution b2b,,10/5/2025,Juntos house,4431
,2025,05  Mayo,5/20/2025,FS1T,Factura simplificada FS1T,,114.83,706.28 €,Juntos farm shop,,10/6/2025,Distribution b2b,824
,2025,05  Mayo,5/20/2025,JVF,FACTURAS DE VENTA,,3.00,61.08 €,Juntos Products,,10/6/2025,Juntos Products,45
,2025,05  Mayo,5/20/2025,JVA,ALBARANES DE VENTA,,36.00,250.43 €,Juntos Products,,10/6/2025,Juntos farm shop,358
,2025,05  Mayo,5/20/2025,AR3G,Tiquet AR3G,,197.00,"3,292.64 €",Juntos house,,10/6/2025,Picadeli,4154
,2025,05  Mayo,5/20/2025,FS1F,Factura de venta FS1F,,12.14,36.72 €,Juntos farm shop,,10/7/2025,Distribution b2b,946
,2025,05  Mayo,5/20/2025,CR1T,Factura simplificada CR1T,,409.57,"2,150.99 €",Picadeli,,10/7/2025,Juntos Products,27
,2025,05  Mayo,5/21/2025,AR3G,Tiquet AR3G,,255.50,"4,121.45 €",Juntos house,,10/7/2025,Juntos farm shop,527
,2025,05  Mayo,5/21/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,12.00,136.01 €,Juntos boutique,,10/7/2025,Picadeli,3513
,2025,05  Mayo,5/21/2025,FVA,ALBARANES DE VENTA,,300.40,757.76 €,Distribution b2b,,10/7/2025,Tasting place,576
,2025,05  Mayo,5/21/2025,JVF,FACTURAS DE VENTA,,3.00,65.87 €,Juntos Products,,10/8/2025,Distribution b2b,351
,2025,05  Mayo,5/21/2025,FS1T,Factura simplificada FS1T,,123.81,789.68 €,Juntos farm shop,,10/8/2025,Juntos boutique,808
,2025,05  Mayo,5/21/2025,JVA,ALBARANES DE VENTA,,12.00,36.55 €,Juntos Products,,10/8/2025,Juntos farm shop,709
,2025,05  Mayo,5/21/2025,FVJ,FACTURA DE VENTA JUNTOS,,9.50,171.00 €,Distribution b2b,,10/8/2025,Juntos house,6767
,2025,05  Mayo,5/21/2025,FT1X,Abono tiquet FT1X,,-5.00,-46.36 €,Tasting place,,10/8/2025,Picadeli,2930
,2025,05  Mayo,5/21/2025,CR1T,Factura simplificada CR1T,,493.79,"2,917.22 €",Picadeli,,10/8/2025,Tasting place,812
,2025,05  Mayo,5/21/2025,FT1G,Tiquet FT1G,,54.00,909.05 €,Tasting place,,10/9/2025,Distribution b2b,1248
,2025,05  Mayo,5/22/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,6.00,165.95 €,Juntos boutique,,10/9/2025,Juntos boutique,817
,2025,05  Mayo,5/22/2025,JVF,FACTURAS DE VENTA,,13.00,256.15 €,Juntos Products,,10/9/2025,Juntos farm shop,762
,2025,05  Mayo,5/22/2025,FVA,ALBARANES DE VENTA,,162.40,622.63 €,Distribution b2b,,10/9/2025,Juntos house,32836
,2025,05  Mayo,5/22/2025,FVS,FACTURAS VENTA SIMPLIFICADAS,,6.00,22.15 €,Distribution b2b,,10/9/2025,Picadeli,3433
,2025,05  Mayo,5/22/2025,FS1F,Factura de venta FS1F,,5.74,19.94 €,Juntos farm shop,,10/9/2025,Tasting place,868
,2025,05  Mayo,5/22/2025,FT1X,Abono tiquet FT1X,,-3.00,-43.64 €,Tasting place,,10/10/2025,Distribution b2b,1874
,2025,05  Mayo,5/22/2025,AR3G,Tiquet AR3G,,233.00,"4,758.18 €",Juntos house,,10/10/2025,Juntos Products,257
,2025,05  Mayo,5/22/2025,FS1T,Factura simplificada FS1T,,148.93,741.26 €,Juntos farm shop,,10/10/2025,Juntos boutique,410
,2025,05  Mayo,5/22/2025,CR1T,Factura simplificada CR1T,,405.68,"2,791.43 €",Picadeli,,10/10/2025,Juntos farm shop,598
,2025,05  Mayo,5/22/2025,JVA,ALBARANES DE VENTA,,1.00,12.89 €,Juntos Products,,10/10/2025,Juntos house,8070
,2025,05  Mayo,5/22/2025,FT1G,Tiquet FT1G,,229.00,"4,096.94 €",Tasting place,,10/10/2025,Picadeli,3324
,2025,05  Mayo,5/23/2025,CR1T,Factura simplificada CR1T,,515.23,"2,885.94 €",Picadeli,,10/10/2025,Tasting place,1126
,2025,05  Mayo,5/23/2025,AVT,FACTURAS DE VENTA ANTICIPOS,,1.00,"7,498.18 €",Juntos house,,10/11/2025,Juntos farm shop,959
,2025,05  Mayo,5/23/2025,FS1F,Factura de venta FS1F,,21.79,71.40 €,Juntos farm shop,,10/11/2025,Picadeli,2108
,2025,05  Mayo,5/23/2025,AR3G,Tiquet AR3G,,328.50,"5,070.73 €",Juntos house,,10/11/2025,Tasting place,1248
,2025,05  Mayo,5/23/2025,JVA,ALBARANES DE VENTA,,2.00,65.26 €,Juntos Products,,10/12/2025,Juntos boutique,694
,2025,05  Mayo,5/23/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,22.00,964.06 €,Juntos boutique,,10/12/2025,Juntos house,7600
,2025,05  Mayo,5/23/2025,FT1G,Tiquet FT1G,,72.00,518.88 €,Tasting place,,10/13/2025,Distribution b2b,712
,2025,05  Mayo,5/23/2025,FVA,ALBARANES DE VENTA,,994.10,"2,837.26 €",Distribution b2b,,10/13/2025,Juntos Products,74
,2025,05  Mayo,5/23/2025,FS1T,Factura simplificada FS1T,,77.11,474.27 €,Juntos farm shop,,10/13/2025,Juntos farm shop,496
,2025,05  Mayo,5/24/2025,FT1X,Abono tiquet FT1X,,-3.00,-32.73 €,Tasting place,,10/13/2025,Picadeli,4484
,2025,05  Mayo,5/24/2025,AR3G,Tiquet AR3G,,405.50,"6,766.93 €",Juntos house,,10/14/2025,Distribution b2b,1741
,2025,05  Mayo,5/24/2025,CR1T,Factura simplificada CR1T,,308.20,"2,044.12 €",Picadeli,,10/14/2025,Juntos Products,21
,2025,05  Mayo,5/24/2025,AVT,FACTURAS DE VENTA ANTICIPOS,,1.00,"9,233.18 €",Juntos house,,10/14/2025,Juntos farm shop,673
,2025,05  Mayo,5/24/2025,JVM,FACTURA DE VENTA MERCADO,,6.00,207.52 €,Juntos Products,,10/14/2025,Picadeli,2803
,2025,05  Mayo,5/24/2025,FS1T,Factura simplificada FS1T,,137.86,834.60 €,Juntos farm shop,,10/14/2025,Tasting place,966
,2025,05  Mayo,5/24/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,23.00,811.04 €,Juntos boutique,,10/15/2025,Distribution b2b,481
,2025,05  Mayo,5/24/2025,FT1G,Tiquet FT1G,,194.00,"1,485.93 €",Tasting place,,10/15/2025,Juntos boutique,131
,2025,05  Mayo,5/25/2025,AR3G,Tiquet AR3G,,360.50,"5,638.30 €",Juntos house,,10/15/2025,Juntos farm shop,616
,2025,05  Mayo,5/25/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,16.00,398.84 €,Juntos boutique,,10/15/2025,Juntos house,6318
,2025,05  Mayo,5/25/2025,FVA,ALBARANES DE VENTA,,-2.00,-3.78 €,Distribution b2b,,10/15/2025,Picadeli,3473
,2025,05  Mayo,5/26/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,10.00,234.13 €,Juntos boutique,,10/15/2025,Tasting place,892
,2025,05  Mayo,5/26/2025,AR3G,Tiquet AR3G,,225.50,"3,999.36 €",Juntos house,,10/16/2025,Distribution b2b,719
,2025,05  Mayo,5/26/2025,CR1T,Factura simplificada CR1T,,552.53,"3,285.90 €",Picadeli,,10/16/2025,Juntos Products,110
,2025,05  Mayo,5/26/2025,FVA,ALBARANES DE VENTA,,782.10,"2,280.83 €",Distribution b2b,,10/16/2025,Juntos boutique,422
,2025,05  Mayo,5/27/2025,FS1T,Factura simplificada FS1T,,169.66,878.18 €,Juntos farm shop,,10/16/2025,Juntos farm shop,608
,2025,05  Mayo,5/27/2025,FVA,ALBARANES DE VENTA,,327.10,924.54 €,Distribution b2b,,10/16/2025,Juntos house,5542
,2025,05  Mayo,5/27/2025,JVA,ALBARANES DE VENTA,,14.00,212.14 €,Juntos Products,,10/16/2025,Picadeli,2875
,2025,05  Mayo,5/27/2025,FT1G,Tiquet FT1G,,77.00,528.45 €,Tasting place,,10/16/2025,Tasting place,1393
,2025,05  Mayo,5/27/2025,JVF,FACTURAS DE VENTA,,5.00,150.50 €,Juntos Products,,10/17/2025,Distribution b2b,1665
,2025,05  Mayo,5/27/2025,CR1T,Factura simplificada CR1T,,552.67,"3,327.74 €",Picadeli,,10/17/2025,Juntos boutique,146
,2025,05  Mayo,5/27/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,2.00,104.96 €,Juntos boutique,,10/17/2025,Juntos farm shop,796
,2025,05  Mayo,5/27/2025,AR3G,Tiquet AR3G,,275.50,"4,860.64 €",Juntos house,,10/17/2025,Juntos house,5605
,2025,05  Mayo,5/28/2025,FVA,ALBARANES DE VENTA,,440.85,"1,094.18 €",Distribution b2b,,10/17/2025,Picadeli,3226
,2025,05  Mayo,5/28/2025,FS1T,Factura simplificada FS1T,,129.16,659.50 €,Juntos farm shop,,10/17/2025,Tasting place,1153
,2025,05  Mayo,5/28/2025,AR3G,Tiquet AR3G,,312.00,"5,093.18 €",Juntos house,,10/18/2025,Juntos farm shop,731
,2025,05  Mayo,5/28/2025,FT1X,Abono tiquet FT1X,,-2.00,-23.64 €,Tasting place,,10/18/2025,Juntos house,712
,2025,05  Mayo,5/28/2025,JVA,ALBARANES DE VENTA,,1.00,19.64 €,Juntos Products,,10/18/2025,Picadeli,1942
,2025,05  Mayo,5/28/2025,CR1T,Factura simplificada CR1T,,538.99,"3,125.59 €",Picadeli,,10/18/2025,Tasting place,5219
,2025,05  Mayo,5/28/2025,FT1G,Tiquet FT1G,,59.00,506.45 €,Tasting place,,10/19/2025,Juntos boutique,491
,2025,05  Mayo,5/28/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,10.00,428.44 €,Juntos boutique,,10/19/2025,Juntos house,8990
,2025,05  Mayo,5/29/2025,AR2G,Tiquet AR2G,,73.00,"1,451.18 €",Juntos house,,10/20/2025,Distribution b2b,613
,2025,05  Mayo,5/29/2025,FVA,ALBARANES DE VENTA,,431.37,"1,247.34 €",Distribution b2b,,10/20/2025,Juntos farm shop,472
,2025,05  Mayo,5/29/2025,CR1T,Factura simplificada CR1T,,483.93,"3,049.61 €",Picadeli,,10/20/2025,Picadeli,3563
,2025,05  Mayo,5/29/2025,FVM,FACTURAS DE VENTA MERCADOS,,1.00,155.96 €,Distribution b2b,,10/21/2025,Distribution b2b,896
,2025,05  Mayo,5/29/2025,JVF,FACTURAS DE VENTA,,1.00,24.55 €,Juntos Products,,10/21/2025,Juntos Products,160
,2025,05  Mayo,5/29/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,10.00,601.23 €,Juntos boutique,,10/21/2025,Juntos farm shop,466
,2025,05  Mayo,5/29/2025,AVT,FACTURAS DE VENTA ANTICIPOS,,2.00,"6,363.81 €",Juntos house,,10/21/2025,Picadeli,3604
,2025,05  Mayo,5/29/2025,FVS,FACTURAS VENTA SIMPLIFICADAS,,18.70,176.95 €,Distribution b2b,,10/21/2025,Tasting place,1077
,2025,05  Mayo,5/29/2025,AR3G,Tiquet AR3G,,240.00,"4,019.91 €",Juntos house,,10/22/2025,Distribution b2b,363
,2025,05  Mayo,5/29/2025,FT1G,Tiquet FT1G,,95.00,871.31 €,Tasting place,,10/22/2025,Juntos boutique,833
,2025,05  Mayo,5/29/2025,AVF,FACTURAS DE VENTA,,8.00,363.64 €,Juntos house,,10/22/2025,Juntos farm shop,661
,2025,05  Mayo,5/29/2025,AR3I,Invitaciones AR3I,,1.00,0.00 €,Juntos house,,10/22/2025,Juntos house,7102
,2025,05  Mayo,5/29/2025,FS1T,Factura simplificada FS1T,,128.75,"1,117.28 €",Juntos farm shop,,10/22/2025,Picadeli,2798
,2025,05  Mayo,5/29/2025,FVE,FACTURAS DE VENTA EVENTOS,,-184.00,"1,295.45 €",Tasting place,,10/22/2025,Tasting place,3050
,2025,05  Mayo,5/30/2025,FT1X,Abono tiquet FT1X,,-6.00,-54.55 €,Tasting place,,10/23/2025,Distribution b2b,671
